[2022/03/02 22:50:17] - Namespace(alpha=1.0, argument='cutmix', attack='l_inf', batch_size=128, data_dir='../data', dataset='cifar10', epochs=200, epsilon=0.03137254901960784, gpu=0, log_dir='vanilla', lr=0.1, m=4, maxup=True, model='PreActResNet18', num_workers=2, pgd_iter=10, pgd_step=0.00784313725490196, restarts=1, seed=202201, train='attack', use_all=False)
[2022/03/01 00:11:12] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2022/03/01 10:44:52] - 24 	 1422.3 	 	 103.0 	 	 0.1000 	 0.5482 	 0.4522 	 2.2769 	 	 0.2878 	 	 1.9071 	 0.5567 	 2.0395 	 	 0.4187
[2022/03/01 11:10:18] - 25 	 1422.0 	 	 103.2 	 	 0.1000 	 0.5470 	 0.4565 	 2.2751 	 	 0.2917 	 	 1.8547 	 0.5517 	 2.0026 	 	 0.4119
[2022/03/01 11:35:44] - 26 	 1423.7 	 	 102.9 	 	 0.1000 	 0.5461 	 0.4625 	 2.2742 	 	 0.2937 	 	 1.8632 	 0.5220 	 2.0088 	 	 0.3833
[2022/03/01 12:01:15] - 27 	 1427.7 	 	 103.1 	 	 0.1000 	 0.5448 	 0.4683 	 2.2721 	 	 0.2992 	 	 1.8368 	 0.5726 	 1.9893 	 	 0.4333
[2022/03/01 12:26:41] - 28 	 1422.5 	 	 102.9 	 	 0.1000 	 0.5436 	 0.4725 	 2.2708 	 	 0.2988 	 	 1.8785 	 0.5442 	 2.0178 	 	 0.4080
[2022/03/01 12:52:03] - 29 	 1419.6 	 	 102.7 	 	 0.1000 	 0.5425 	 0.4762 	 2.2689 	 	 0.3027 	 	 1.8171 	 0.5462 	 1.9786 	 	 0.4059
[2022/03/01 13:17:27] - 30 	 1421.1 	 	 103.2 	 	 0.1000 	 0.5414 	 0.4823 	 2.2675 	 	 0.3045 	 	 1.8212 	 0.5572 	 1.9791 	 	 0.4196
[2022/03/01 13:42:54] - 31 	 1423.8 	 	 102.8 	 	 0.1000 	 0.5409 	 0.4857 	 2.2666 	 	 0.3057 	 	 1.8202 	 0.5826 	 1.9854 	 	 0.4351
[2022/03/01 14:08:21] - 32 	 1424.3 	 	 102.8 	 	 0.1000 	 0.5400 	 0.4875 	 2.2659 	 	 0.3080 	 	 1.7702 	 0.5933 	 1.9496 	 	 0.4358
[2022/03/01 14:33:47] - 33 	 1422.3 	 	 103.1 	 	 0.1000 	 0.5390 	 0.4875 	 2.2645 	 	 0.3083 	 	 1.8034 	 0.5919 	 1.9637 	 	 0.4392
[2022/03/01 14:59:13] - 34 	 1423.6 	 	 103.0 	 	 0.1000 	 0.5382 	 0.4947 	 2.2630 	 	 0.3112 	 	 1.7836 	 0.5431 	 1.9516 	 	 0.4106
[2022/03/01 15:24:39] - 35 	 1422.8 	 	 103.0 	 	 0.1000 	 0.5375 	 0.4974 	 2.2621 	 	 0.3132 	 	 1.7812 	 0.6032 	 1.9528 	 	 0.4454
[2022/03/01 15:50:07] - 36 	 1424.6 	 	 103.2 	 	 0.1000 	 0.5372 	 0.4974 	 2.2621 	 	 0.3113 	 	 1.7738 	 0.5971 	 1.9495 	 	 0.4363
[2022/03/01 16:15:35] - 37 	 1425.2 	 	 102.7 	 	 0.1000 	 0.5357 	 0.5044 	 2.2598 	 	 0.3157 	 	 1.7940 	 0.5545 	 1.9693 	 	 0.4118
[2022/03/01 16:41:01] - 38 	 1423.0 	 	 103.0 	 	 0.1000 	 0.5360 	 0.5006 	 2.2609 	 	 0.3145 	 	 1.7687 	 0.5864 	 1.9382 	 	 0.4286
[2022/03/01 17:06:24] - 39 	 1420.9 	 	 102.7 	 	 0.1000 	 0.5353 	 0.5040 	 2.2597 	 	 0.3153 	 	 1.8083 	 0.5979 	 1.9724 	 	 0.4394
[2022/03/01 17:31:49] - 40 	 1421.4 	 	 102.8 	 	 0.1000 	 0.5349 	 0.5092 	 2.2591 	 	 0.3180 	 	 1.7745 	 0.5944 	 1.9539 	 	 0.4306
[2022/03/01 17:57:12] - 41 	 1420.8 	 	 102.6 	 	 0.1000 	 0.5345 	 0.5098 	 2.2585 	 	 0.3175 	 	 1.7826 	 0.6021 	 1.9523 	 	 0.4464
[2022/03/01 18:22:38] - 42 	 1423.2 	 	 102.7 	 	 0.1000 	 0.5335 	 0.5108 	 2.2566 	 	 0.3202 	 	 1.7867 	 0.5764 	 1.9505 	 	 0.4179
[2022/03/01 18:47:59] - 43 	 1418.8 	 	 102.4 	 	 0.1000 	 0.5335 	 0.5131 	 2.2567 	 	 0.3194 	 	 1.7767 	 0.5605 	 1.9467 	 	 0.4219
[2022/03/01 19:13:17] - 44 	 1415.3 	 	 102.3 	 	 0.1000 	 0.5328 	 0.5146 	 2.2551 	 	 0.3225 	 	 1.7283 	 0.6060 	 1.9227 	 	 0.4352
[2022/03/01 19:38:36] - 45 	 1416.6 	 	 102.4 	 	 0.1000 	 0.5325 	 0.5125 	 2.2552 	 	 0.3204 	 	 1.7881 	 0.5629 	 1.9649 	 	 0.4173
[2022/03/01 20:03:54] - 46 	 1415.5 	 	 102.5 	 	 0.1000 	 0.5323 	 0.5141 	 2.2551 	 	 0.3212 	 	 1.7489 	 0.6294 	 1.9347 	 	 0.4445
[2022/03/01 20:29:15] - 47 	 1418.8 	 	 102.6 	 	 0.1000 	 0.5315 	 0.5189 	 2.2535 	 	 0.3222 	 	 1.7332 	 0.6100 	 1.9232 	 	 0.4444
[2022/03/01 20:54:37] - 48 	 1419.6 	 	 102.4 	 	 0.1000 	 0.5310 	 0.5198 	 2.2531 	 	 0.3254 	 	 1.7314 	 0.5957 	 1.9184 	 	 0.4311
[2022/03/01 21:19:57] - 49 	 1417.0 	 	 102.8 	 	 0.1000 	 0.5307 	 0.5216 	 2.2524 	 	 0.3260 	 	 1.7674 	 0.5985 	 1.9484 	 	 0.4305
[2022/03/01 22:14:32] - 50 	 3034.5 	 	 240.4 	 	 0.1000 	 0.5306 	 0.5206 	 2.2532 	 	 0.3247 	 	 1.7242 	 0.6643 	 1.9147 	 	 0.4704
[2022/03/01 23:12:55] - 51 	 3261.2 	 	 241.2 	 	 0.1000 	 0.5304 	 0.5257 	 2.2521 	 	 0.3278 	 	 1.7079 	 0.6363 	 1.8996 	 	 0.4615
[2022/03/02 00:11:14] - 52 	 3259.6 	 	 240.2 	 	 0.1000 	 0.5300 	 0.5225 	 2.2519 	 	 0.3270 	 	 1.6916 	 0.6359 	 1.8978 	 	 0.4558
